word,reading,meaning,example,type,category_id
国際競争,こくさいきょうそう,国際的な競争,企業の国際競争力を高める必要がある,四字熟語,15
最優先事,さいゆうせんじ,最も優先すべき事項,安全確保が最優先事項だ,四字熟語,1
社会秩序,しゃかいちつじょ,社会の秩序,社会秩序の維持が重要だ,四字熟語,10
人材育成,じんざいいくせい,人材を育成すること,会社の人材育成制度が充実している,四字熟語,15
生産効率,せいさんこうりつ,生産の効率,工場の生産効率を向上させた,四字熟語,15
総合力強,そうごうりょくきょう,総合的な力が強いこと,チームの総合力強化を図った,四字熟語,13
地域発展,ちいきはってん,地域が発展すること,地域発展のため努力している,四字熟語,15
長期安定,ちょうきあんてい,長期にわたって安定すること,雇用の長期安定を目指している,四字熟語,8
適正運営,てきせいうんえい,適正に運営すること,組織の適正運営に努めている,四字熟語,1
独自開発,どくじかいはつ,独自に開発すること,独自開発した技術で特許を取得した,四字熟語,15
内容充実,ないようじゅうじつ,内容が充実していること,セミナーの内容充実で満足した,四字熟語,3
年間計画,ねんかんけいかく,一年間の計画,来年度の年間計画を策定した,四字熟語,1
品質保証,ひんしつほしょう,品質を保証すること,製品の品質保証体制を整えた,四字熟語,1
福祉充実,ふくしじゅうじつ,福祉を充実させること,高齢者福祉充実に取り組んでいる,四字熟語,8
平和構築,へいわこうちく,平和を構築すること,国際社会の平和構築に貢献したい,四字熟語,10
方法改善,ほうほうかいぜん,方法を改善すること,作業方法改善で効率を上げた,四字熟語,15
未来創造,みらいそうぞう,未来を創造すること,子どもたちの未来創造を支援したい,四字熟語,15
目標設定,もくひょうせってい,目標を設定すること,明確な目標設定が成功の鍵だ,四字熟語,1
友好増進,ゆうこうぞうしん,友好関係を増進すること,両国の友好増進に努めている,四字熟語,2
理想実現,りそうじつげん,理想を実現すること,みんなで理想実現に向けて頑張ろう,四字熟語,4
労働条件,ろうどうじょうけん,労働する条件,労働条件の改善を要求した,四字熟語,7
論理的思,ろんりてきし,論理的な思考,論理的思考で問題を分析した,四字熟語,3
一朝一夕,いっちょういっせき,短期間では,技術は一朝一夕には身につかない,四字熟語,5
一攫千金,いっかくせんきん,一度に大金を得ること,宝くじで一攫千金を夢見る,四字熟語,7
一期一会,いちごいちえ,一生に一度の出会いを大切にすること,一期一会の精神でお客様をもてなす,四字熟語,5
一刀両断,いっとうりょうだん,思い切りよく決断すること,問題を一刀両断で解決した,四字熟語,12
一生懸命,いっしょうけんめい,全力を尽くして物事に取り組むこと,一生懸命勉強して志望校に合格した,四字熟語,1
一心不乱,いっしんふらん,一つのことに心を集中すること,一心不乱に勉強に取り組んだ,四字熟語,1
一石二鳥,いっせきにちょう,一つの行為で二つの利益を得ること,この方法は一石二鳥で効率的だ,四字熟語,5
因果応報,いんがおうほう,善悪の行いに応じた結果が現れること,因果応報で悪事は必ず報いを受ける,四字熟語,4
海千山千,うみせんやません,経験が豊富でずる賢いこと,海千山千の商人と取引するのは難しい,四字熟語,3
栄枯盛衰,えいこせいすい,栄えたり衰えたりすること,企業の栄枯盛衰は世の常である,四字熟語,4
温故知新,おんこちしん,古いことを学んで新しい知識を得ること,温故知新の精神で学問に取り組む,四字熟語,3
快刀乱麻,かいとうらんま,複雑な問題を鮮やかに解決すること,快刀乱麻を断つように問題を解決した,四字熟語,4
花鳥風月,かちょうふうげつ,自然の美しさを表すもの,花鳥風月を愛でる心を持ちたい,四字熟語,6
疑心暗鬼,ぎしんあんき,疑いの心で何でも怖く思うこと,疑心暗鬼になって周りが信じられない,四字熟語,2
空前絶後,くうぜんぜつご,前にも後にもない珍しいこと,空前絶後の大記録を樹立した,四字熟語,4
弱肉強食,じゃくにくきょうしょく,弱者が強者に滅ぼされること,自然界は弱肉強食の世界だ,四字熟語,6
千載一遇,せんざいいちぐう,千年に一度の良い機会,千載一遇のチャンスを逃すな,四字熟語,5
大器晩成,たいきばんせい,大きな才能の人は遅く完成すること,彼は大器晩成型の人材だ,四字熟語,15
泰然自若,たいぜんじじゃく,落ち着いていて動じないこと,危機的状況でも泰然自若としていた,四字熟語,12
冷静沈着,れいせいちんちゃく,冷静で落ち着いていること,緊急時でも冷静沈着に対処した,四字熟語,12
連携協力,れんけいきょうりょく,連携して協力すること,部署間の連携協力で効率が向上した,四字熟語,13
労働意欲,ろうどういよく,働く意欲,労働意欲の高い社員を評価している,四字熟語,1
論理的思,ろんりてきし,論理的な思考,論理的思考で問題を解決した,四字熟語,3
和睦協調,わぼくきょうちょう,仲良く協調すること,国際間の和睦協調を目指している,四字熟語,2
一念通天,いちねんつうてん,強い信念で目標を達成すること,一念通天の思いで夢を実現した,四字熟語,12
一意専心,いちいせんしん,一つのことに心を集中すること,一意専心で研究に取り組んだ,四字熟語,1
威風凛々,いふうりんりん,威厳があり勇ましいこと,威風凛々とした姿で登場した,四字熟語,12
円満解決,えんまんかいけつ,円満に解決すること,話し合いで円満解決を図った,四字熟語,2
温厚篤実,おんこうとくじつ,穏やかで誠実なこと,温厚篤実な人柄で慕われている,四字熟語,10
快刀乱麻,かいとうらんま,複雑な問題を鮮やかに解決すること,快刀乱麻を断つが如く問題を解決した,四字熟語,4
完全燃焼,かんぜんねんしょう,全力を尽くすこと,スポーツで完全燃焼した,四字熟語,1
危機一髪,ききいっぱつ,非常に危険な状況,危機一髪で事故を免れた,四字熟語,4
議論百出,ぎろんひゃくしゅつ,たくさんの議論が出ること,会議では議論百出で活発だった,四字熟語,2
謹厳実直,きんげんじっちょく,慎み深く実直なこと,謹厳実直な校長先生として尊敬されている,四字熟語,10
勤倹力行,きんけんりっこう,勤勉で倹約し努力すること,勤倹力行で家計を支えた,四字熟語,1
緊急事態,きんきゅうじたい,緊急の事態,緊急事態に迅速に対応した,四字熟語,5
堅忍不抜,けんにんふばつ,我慢強く屈しないこと,堅忍不抜の精神で困難を乗り越えた,四字熟語,14
賢明判断,けんめいはんだん,賢明に判断すること,賢明判断で危機を回避した,四字熟語,3
厚徳載物,こうとくさいぶつ,厚い徳で多くを包容すること,厚徳載物の人格者として慕われている,四字熟語,10
剛健質実,ごうけんしつじつ,心身が強く質素なこと,剛健質実な武士道精神を持っている,四字熟語,10
誠心誠力,せいしんせいりょく,真心と全力で取り組むこと,誠心誠力で任務を遂行した,四字熟語,1
全知全能,ぜんちぜんのう,全てを知り全てができること,神は全知全能であると信じられている,四字熟語,3
創意創造,そういそうぞう,新しいアイデアと創造,創意創造で革新的な製品を開発した,四字熟語,15
大義名分,たいぎめいぶん,行動の正当な理由,大義名分を掲げて改革を断行した,四字熟語,10
知勇兼備,ちゆうけんび,知恵と勇気を兼ね備えること,知勇兼備の将軍として活躍した,四字熟語,12
